Date,Mean Temp,Min Temp,Max Temp
1980-10-17,7.15,5.5,8.8
1980-10-18,5.3,2.1,8.5
1980-10-19,4.85,-0.4,10.1
1980-10-20,7.35,3,11.7
1980-10-21,10.5,6,15
1980-10-22,11.6,9.3,13.9
1980-10-23,10.6,7.6,13.6
1980-10-24,8.05,3.7,12.4
1980-10-25,7.6,5.9,9.3
1980-10-26,11.1,6.4,15.8
1980-10-27,12.7,9,16.4
1980-10-28,14.3,14,14.6
1980-10-29,9.7,7.5,11.9
1980-10-30,5.4,0.2,10.6
1980-10-31,5.35,0.1,10.6
1980-11-01,5.15,2.1,8.2
1980-11-02,2.8,-0.9,6.5
1980-11-03,1.55,-1.9,5
1980-11-04,1.85,-0.5,4.2
1980-11-05,2.1,0.4,3.8
1980-11-06,2.95,0.7,5.2
1980-11-07,1.6,0,3.2
1980-11-08,2.5,0.4,4.6
1980-11-09,4.15,1.3,7
1980-11-10,3.8,0.6,7
1980-11-11,4.8,2.1,7.5
1980-11-12,3.05,-0.5,6.6
1980-11-13,4.75,0.4,9.1
1980-11-14,8.35,5.1,11.6
1980-11-15,10.65,7.2,14.1
1980-11-16,12.35,11.1,13.6
1980-11-17,11.2,9.5,12.9
1980-11-18,7.1,5.6,8.6
1980-11-19,7.5,1.9,13.1
1980-11-20,10.45,8,12.9
1980-11-21,10.6,8.8,12.4
1980-11-22,11.95,10.3,13.6
1980-11-23,12.75,12.1,13.4
1980-11-24,13.05,12.1,14
1980-11-25,6.05,2.2,9.9
1980-11-26,3.05,1,5.1
1980-11-27,2.4,-3,7.8
1980-11-28,1.35,-0.3,3
1980-11-29,0.15,-1.5,1.8
1980-11-30,1.25,-0.6,3.1
1980-12-01,0.3,-4.8,5.4
1980-12-02,1.7,-2.5,5.9
1980-12-03,2.15,1,3.3
1980-12-04,3.05,-0.1,6.2
1980-12-05,5.25,2.1,8.4
1980-12-06,2.55,1.5,3.6
1980-12-07,-0.05,-2,1.9
1980-12-08,-1.25,-5.2,2.7
1980-12-09,1.05,-4.1,6.2
1980-12-10,5.65,0.6,10.7
1980-12-11,8.4,5.9,10.9
1980-12-12,8.6,5.3,11.9
1980-12-13,9.55,7,12.1
1980-12-14,8.75,5.7,11.8
1980-12-15,3.5,1.6,5.4
1980-12-16,4.25,0,8.5
1980-12-17,5.45,0.5,10.4
1980-12-18,2.35,-0.1,4.8
1980-12-19,1.6,-1.7,4.9
1980-12-20,2.55,-0.6,5.7
1980-12-21,5,1.7,8.3
1980-12-22,6.25,1,11.5
1980-12-23,10.15,7.9,12.4
1980-12-24,9.05,7.4,10.7
1980-12-25,6.1,5.3,6.9
1980-12-26,2.15,-0.2,4.5
1980-12-27,1.15,-0.8,3.1
1980-12-28,2.6,-2.2,7.4
1980-12-29,4.15,-0.5,8.8
1980-12-30,7.8,7.1,8.5
1980-12-31,7.85,6.1,9.6
1981-01-01,5.5,3.2,7.8
1981-01-02,7.15,3.5,10.8
1981-01-03,8.75,6.9,10.6
1981-01-04,2.7,0.9,4.5
1981-01-05,1.25,-2.4,4.9
1981-01-06,1.1,-2,4.2
1981-01-07,1.75,-1,4.5
1981-01-08,3.95,-1,8.9
1981-01-09,6,4,8
1981-01-10,2.45,0,4.9
1981-01-11,0.4,-1.2,2
1981-01-12,1.95,-0.9,4.8
1981-01-13,1.55,-3.5,6.6
1981-01-14,3.15,-3.1,9.4
1981-01-15,1.15,0.4,1.9
1981-01-16,1.45,-2.5,5.4
1981-01-17,2.85,-0.7,6.4
1981-01-18,2.7,-1,6.4
1981-01-19,3.4,0,6.8
1981-01-20,3.2,1.9,4.5
1981-01-21,5.45,0.4,10.5
1981-01-22,6.75,3.6,9.9
1981-01-23,9,6.9,11.1
1981-01-24,8.05,6.9,9.2
1981-01-25,5.05,2.5,7.6
1981-01-26,5.85,3.8,7.9
1981-01-27,6.4,4.4,8.4
1981-01-28,6.35,5.6,7.1
1981-01-29,5.1,4.8,5.4
1981-01-30,1.85,-1.7,5.4
1981-01-31,2.15,-3.4,7.7
1981-02-01,5.25,-2.4,12.9
1981-02-02,4.45,-1.6,10.5
1981-02-03,3.9,-0.5,8.3
1981-02-04,3.35,1.5,5.2
1981-02-05,4.4,0,8.8
1981-02-06,7.4,2.7,12.1
1981-02-07,9.3,7.5,11.1
1981-02-08,9,7.6,10.4
1981-02-09,7.2,6.7,7.7
1981-02-10,2.1,-0.6,4.8
1981-02-11,0.15,-4.5,4.8
1981-02-12,1.55,-1.5,4.6
1981-02-13,0.6,-3.1,4.3
1981-02-14,-1.25,-6.4,3.9
1981-02-15,-0.45,-5.4,4.5
1981-02-16,1.5,-3.5,6.5
1981-02-17,1.95,-1.1,5
1981-02-18,1.4,-0.6,3.4
1981-02-19,0.85,-0.4,2.1
1981-02-20,0.8,-1,2.6
1981-02-21,-1.85,-5.6,1.9
1981-02-22,-0.3,-2.7,2.1
1981-02-23,0.4,-1.4,2.2
1981-02-24,-0.25,-2.6,2.1
1981-02-25,0.25,-1.1,1.6
1981-02-26,-0.3,-1.4,0.8
1981-02-27,1.95,-1.8,5.7
1981-02-28,4.55,0.4,8.7
1981-03-01,6.1,2.9,9.3
1981-03-02,5.4,3.6,7.2
1981-03-03,3.85,3.6,4.1
1981-03-04,1.55,0,3.1
1981-03-05,3.75,0.1,7.4
1981-03-06,6.9,1.3,12.5
1981-03-07,8.45,5.4,11.5
1981-03-08,10.9,10.1,11.7
1981-03-09,10.5,9.7,11.3
1981-03-10,11.45,9.8,13.1
1981-03-11,11.3,10.3,12.3
1981-03-12,9.95,6.7,13.2
1981-03-13,8.7,5.3,12.1
1981-03-14,5.75,3.8,7.7
1981-03-15,6.25,4.5,8
1981-03-16,4.25,1.2,7.3
1981-03-17,2.5,-0.6,5.6
1981-03-18,4.8,-0.4,10
1981-03-19,7.3,4.6,10
1981-03-20,9.3,5.9,12.7
1981-03-21,9.2,7.5,10.9
1981-03-22,8.3,7.7,8.9
1981-03-23,6.95,0.4,13.5
1981-03-24,9.5,7.2,11.8
1981-03-25,11.65,9.4,13.9
1981-03-26,9.75,6.6,12.9
1981-03-27,8.8,3.7,13.9
1981-03-28,13.25,9.1,17.4
1981-03-29,9.75,7.5,12
1981-03-30,6.45,6,6.9
1981-03-31,5.45,4.2,6.7
1981-04-01,6.95,4.7,9.2
1981-04-02,7.55,3.5,11.6
1981-04-03,6.1,4.6,7.6
1981-04-04,5.05,3.6,6.5
1981-04-05,5.7,4,7.4
1981-04-06,6.75,3.4,10.1
1981-04-07,7.5,3.3,11.7
1981-04-08,10.35,4.5,16.2
1981-04-09,12.9,6.9,18.9
1981-04-10,12.35,5.2,19.5
1981-04-11,15,10.8,19.2
1981-04-12,10.85,6.1,15.6
1981-04-13,8.65,5.6,11.7
1981-04-14,9.35,4.2,14.5
1981-04-15,9.55,3.1,16
1981-04-16,8.05,3.7,12.4
1981-04-17,6.25,1.5,11
1981-04-18,5.85,0.4,11.3
1981-04-19,5.2,2.9,7.5
1981-04-20,6.15,2,10.3
1981-04-21,4.1,-0.6,8.8
1981-04-22,3.65,-0.9,8.2
1981-04-23,2.95,-1.1,7
1981-04-24,3.2,0.9,5.5
1981-04-25,3.55,0.2,6.9
1981-04-26,3.7,0,7.4
1981-04-27,5.35,2.6,8.1
1981-04-28,4.2,-0.9,9.3
1981-04-29,9.35,5.6,13.1
1981-04-30,11.35,9,13.7
1981-05-01,6.7,5,8.4
1981-05-02,5.7,2.6,8.8
1981-05-03,3.1,-1.4,7.6
1981-05-04,7.7,4.2,11.2
1981-05-05,5.85,-0.9,12.6
1981-05-06,11.4,6.3,16.5
1981-05-07,11.95,6.1,17.8
1981-05-08,13.25,9.7,16.8
1981-05-09,10.35,5.9,14.8
1981-05-10,12.55,11.1,14
1981-05-11,13.65,8.6,18.7
1981-05-12,12.85,8.5,17.2
1981-05-13,12.1,7.2,17
1981-05-14,12.35,8.8,15.9
1981-05-15,11.65,5.2,18.1
1981-05-16,10.65,7.5,13.8
1981-05-17,9.8,7,12.6
1981-05-18,9.15,4.2,14.1
1981-05-19,12.9,8.8,17
1981-05-20,15.95,10.3,21.6
1981-05-21,11.6,7.5,15.7
1981-05-22,11.25,7.4,15.1
1981-05-23,12.05,9.9,14.2
1981-05-24,10,5.6,14.4
1981-05-25,9,5.9,12.1
1981-05-26,9.6,4.8,14.4
1981-05-27,11.1,5.5,16.7
1981-05-28,12,8.1,15.9
1981-05-29,11.8,7,16.6
1981-05-30,14.35,10,18.7
1981-05-31,15.85,11,20.7
1981-06-01,14.95,8.9,21
1981-06-02,15.75,13.1,18.4
1981-06-03,13.5,8.3,18.7
1981-06-04,11.45,6.9,16
1981-06-05,11.9,7.9,15.9
1981-06-06,12.45,7.9,17
1981-06-07,11.35,6.9,15.8
1981-06-08,15.05,12.1,18
1981-06-09,13.3,10.2,16.4
1981-06-10,11.75,7.4,16.1
1981-06-11,13.5,9.6,17.4
1981-06-12,12.7,10.3,15.1
1981-06-13,15.35,9.8,20.9
1981-06-14,18.25,12,24.5
1981-06-15,17.25,15.5,19
1981-06-16,11.3,7.4,15.2
1981-06-17,10.95,8.8,13.1
1981-06-18,10.55,5.5,15.6
1981-06-19,10.3,7.1,13.5
1981-06-20,13.45,10.3,16.6
1981-06-21,12.6,9.5,15.7
1981-06-22,13.4,4.9,21.9
1981-06-23,15.3,11.3,19.3
1981-06-24,13.65,11.6,15.7
1981-06-25,11.5,9.2,13.8
1981-06-26,10.1,8.4,11.8
1981-06-27,10.1,6.3,13.9
1981-06-28,8.8,5,12.6
1981-06-29,11.55,5.5,17.6
1981-06-30,13.8,7.6,20
1981-07-01,14.1,9.9,18.3
1981-07-02,12.3,7,17.6
1981-07-03,12.6,7.1,18.1
1981-07-04,12.7,6.9,18.5
1981-07-05,16,12.5,19.5
1981-07-06,17.05,13.4,20.7
1981-07-07,17.45,11.5,23.4
1981-07-08,17.95,10.5,25.4
1981-07-09,19.45,13.7,25.2
1981-07-10,17.1,14.3,19.9
1981-07-11,14.9,9.5,20.3
1981-07-12,14.95,11.8,18.1
1981-07-13,16.75,12.6,20.9
1981-07-14,15.25,10.6,19.9
1981-07-15,16.85,12.8,20.9
1981-07-16,14.75,10.6,18.9
1981-07-17,12.55,8,17.1
1981-07-18,13.5,8.7,18.3
1981-07-19,13.45,5.6,21.3
1981-07-20,17.8,13,22.6
1981-07-21,18.5,13.8,23.2
1981-07-22,14.55,11.9,17.2
1981-07-23,12.8,9.4,16.2
1981-07-24,11.55,9.8,13.3
1981-07-25,12.25,7.6,16.9
1981-07-26,16.1,9.9,22.3
1981-07-27,17.15,11,23.3
1981-07-28,19,13,25
1981-07-29,17.3,13.1,21.5
1981-07-30,15.8,9.1,22.5
1981-07-31,13.55,8.9,18.2
1981-08-01,13.85,10.5,17.2
1981-08-02,13.8,6.9,20.7
1981-08-03,15.25,5.7,24.8
1981-08-04,19.75,13.4,26.1
1981-08-05,20.8,14.2,27.4
1981-08-06,15.85,14.4,17.3
1981-08-07,15.1,13.7,16.5
1981-08-08,15.3,13.8,16.8
1981-08-09,14.15,13.1,15.2
1981-08-10,16.45,12.5,20.4
1981-08-11,15.3,7.1,23.5
1981-08-12,17.25,8.8,25.7
1981-08-13,17.4,10.4,24.4
1981-08-14,18.55,12.1,25
1981-08-15,20.15,15.8,24.5
1981-08-16,15,11,19
1981-08-17,13.8,5.4,22.2
1981-08-18,15.9,9.3,22.5
1981-08-19,15.65,12.2,19.1
1981-08-20,15.5,13,18
1981-08-21,13.55,8,19.1
1981-08-22,15.25,10.4,20.1
1981-08-23,14.85,10,19.7
1981-08-24,16.15,9.5,22.8
1981-08-25,16.75,10.4,23.1
1981-08-26,19.1,13,25.2
1981-08-27,17.8,8.5,27.1
1981-08-28,17.25,11.9,22.6
1981-08-29,17.45,13.1,21.8
1981-08-30,16.1,10.6,21.6
1981-08-31,15.8,11.3,20.3
