JDay,Max Temp
269.0,17.449545454545454
270.0,17.544090909090908
271.0,17.791818181818183
272.0,17.948636363636364
273.0,17.774545454545457
274.0,17.552045454545453
275.0,16.702045454545456
276.0,16.338636363636365
277.0,16.25613636363636
278.0,16.239772727272726
279.0,15.88090909090909
280.0,15.449318181818182
281.0,15.932045454545454
282.0,16.2275
283.0,16.300454545454546
284.0,15.722272727272726
285.0,15.299090909090909
286.0,15.786818181818182
287.0,14.596363636363636
288.0,14.440227272727272
289.0,14.667727272727273
290.0,14.515227272727271
291.0,14.076818181818181
292.0,14.33977272727273
293.0,13.474772727272727
294.0,13.8525
295.0,13.46
296.0,13.893863636363637
297.0,13.797500000000001
298.0,13.649318181818181
299.0,13.445227272727273
300.0,13.438181818181818
301.0,13.197954545454547
302.0,12.725
303.0,12.818863636363636
304.0,12.85931818181818
305.0,12.846590909090908
306.0,12.156590909090909
307.0,12.164772727272727
308.0,11.24
309.0,11.203863636363637
310.0,10.984545454545454
311.0,11.16159090909091
312.0,11.410454545454545
313.0,10.4175
314.0,11.103636363636364
315.0,11.173181818181819
316.0,10.687045454545455
317.0,10.456363636363635
318.0,9.937272727272727
319.0,10.327272727272726
320.0,9.271136363636364
321.0,9.092727272727272
322.0,9.63090909090909
323.0,8.992954545454545
324.0,8.354545454545455
325.0,7.472954545454545
326.0,8.271590909090909
327.0,7.9602272727272725
328.0,8.265227272727273
329.0,8.454545454545455
330.0,8.34840909090909
331.0,8.129772727272726
332.0,7.574545454545454
333.0,7.331818181818182
334.0,7.768636363636364
335.0,7.7695454545454545
336.0,7.308863636363636
337.0,7.598863636363637
338.0,7.305454545454546
339.0,7.387045454545454
340.0,6.889318181818182
341.0,7.183181818181819
342.0,7.135227272727272
343.0,6.738863636363636
344.0,6.482045454545454
345.0,6.199545454545454
346.0,6.705909090909091
347.0,6.575681818181818
348.0,6.127727272727273
349.0,6.456590909090909
350.0,6.511590909090909
351.0,6.617954545454546
352.0,6.616818181818181
353.0,6.9381818181818184
354.0,6.395
355.0,6.823863636363637
356.0,6.993181818181818
357.0,7.165454545454545
358.0,7.7775
359.0,7.322045454545455
360.0,6.800909090909091
361.0,6.385681818181817
362.0,6.140681818181818
363.0,6.115454545454545
364.0,6.496818181818182
365.0,6.473636363636363
366.0,5.1018181818181825
