JDay,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
69.0,4.37875,4.2370833333333335,4.132916666666667,4.083333333333333,4.104583333333333,4.172083333333333,4.20625,4.70625,5.704583333333333,6.95625,8.01,8.766666666666667,9.266666666666667,9.52875,9.49375,9.107916666666666,8.255,6.78375,5.828333333333333,5.30875,5.012083333333334,4.84125,4.649583333333333,4.435833333333334
70.0,4.304166666666666,4.20875,4.09625,3.9620833333333336,3.9012499999999997,3.844583333333333,3.839166666666667,4.433333333333334,5.401666666666666,6.692083333333333,8.093333333333334,9.16,9.749583333333334,9.986666666666666,9.85375,9.368333333333334,8.43875,6.915,5.864166666666667,5.294583333333333,4.883333333333334,4.57125,4.2804166666666665,4.068333333333333
71.0,3.9775000000000005,3.9770833333333333,3.981666666666667,3.939583333333333,3.8041666666666667,3.6437500000000003,3.639583333333333,4.3425,5.4504166666666665,6.694583333333334,7.845833333333334,8.824583333333333,9.471666666666666,9.720833333333333,9.568333333333333,9.15,8.333333333333334,6.937916666666666,6.062916666666666,5.547499999999999,5.1225,4.790416666666666,4.5325,4.277083333333334
72.0,4.037916666666667,3.856666666666667,3.669583333333333,3.4729166666666664,3.34,3.2604166666666665,3.31,4.006666666666667,5.0616666666666665,6.3975,7.6812499999999995,8.667083333333332,9.254166666666666,9.5425,9.50125,9.104583333333332,8.239166666666668,6.5808333333333335,5.485833333333333,4.910416666666666,4.34,3.89125,3.497916666666667,3.1679166666666667
73.0,2.9058333333333333,2.762916666666667,2.737083333333333,2.8024999999999998,2.82375,2.7604166666666665,2.8320833333333333,3.6195833333333334,4.850416666666667,6.524166666666666,8.145833333333334,9.29125,9.897916666666667,10.109166666666667,10.003333333333334,9.585833333333333,8.69,7.0025,5.959166666666667,5.454999999999999,5.017916666666667,4.7250000000000005,4.5675,4.4925
74.0,4.43625,4.4262500000000005,4.3862499999999995,4.315,4.2804166666666665,4.234166666666667,4.286666666666666,5.0129166666666665,6.15375,7.653333333333333,8.996666666666668,9.955416666666666,10.63875,10.96625,10.900833333333333,10.488333333333333,9.62875,8.087083333333334,6.954999999999999,6.392083333333333,6.020416666666667,5.771666666666667,5.595416666666666,5.4695833333333335
75.0,5.3445833333333335,5.385833333333333,5.441666666666666,5.423750000000001,5.335833333333333,5.235416666666667,5.273333333333333,5.966666666666666,6.952083333333333,8.320416666666667,9.550416666666667,10.434166666666668,11.052083333333334,11.322916666666666,11.275416666666667,10.880833333333333,10.020416666666668,8.520416666666668,7.404166666666666,6.884166666666666,6.405416666666667,5.96,5.550416666666667,5.194583333333333
76.0,4.8845833333333335,4.6258333333333335,4.415416666666666,4.256666666666667,4.101666666666667,3.9691666666666667,3.9941666666666666,4.729166666666667,5.778333333333333,7.121666666666666,8.445416666666667,9.492083333333333,10.127083333333333,10.364166666666668,10.235,9.804166666666667,8.982083333333334,7.5183333333333335,6.402083333333334,5.8566666666666665,5.31125,4.899166666666667,4.586666666666667,4.446666666666666
77.0,4.351666666666667,4.264166666666667,4.190833333333333,4.09,3.99875,3.9141666666666666,3.9691666666666667,4.532916666666666,5.59375,7.003333333333333,8.3275,9.399166666666668,10.0875,10.400833333333333,10.405416666666666,10.043333333333333,9.25,7.577500000000001,6.257083333333333,5.66375,5.170416666666667,4.739166666666667,4.427083333333333,4.234583333333333
78.0,4.047916666666667,3.8833333333333333,3.70125,3.513333333333333,3.3745833333333333,3.3095833333333338,3.499166666666667,4.4054166666666665,5.629583333333334,7.2370833333333335,8.633333333333333,9.692083333333333,10.346666666666666,10.61,10.55125,10.156666666666666,9.325000000000001,7.754583333333334,6.4245833333333335,5.843333333333334,5.22625,4.777083333333334,4.4750000000000005,4.267083333333333
79.0,4.047083333333333,3.814166666666667,3.7375000000000003,3.7025,3.6291666666666664,3.580833333333333,3.8212500000000005,4.772916666666666,6.1025,7.5995833333333325,8.825000000000001,9.63875,10.1225,10.319583333333334,10.220416666666667,9.820833333333333,9.099583333333333,7.661666666666666,6.384583333333333,5.872083333333333,5.3675,4.89375,4.400416666666667,4.049166666666666
80.0,3.8508333333333336,3.6966666666666668,3.5595833333333338,3.4933333333333336,3.389583333333333,3.2541666666666664,3.4645833333333336,4.494166666666667,5.8429166666666665,7.327916666666667,8.660416666666666,9.677083333333334,10.34,10.687916666666666,10.79125,10.547083333333333,9.814583333333333,8.179166666666667,6.7924999999999995,6.295000000000001,5.857916666666667,5.55,5.2924999999999995,5.0441666666666665
81.0,4.829583333333334,4.562916666666667,4.25,3.98875,3.8404166666666666,3.723333333333333,3.939583333333333,4.829166666666667,6.139583333333333,7.6570833333333335,8.94375,9.97375,10.67125,11.030833333333334,10.948749999999999,10.560416666666667,9.79125,8.163333333333334,6.614583333333333,5.905833333333334,5.29625,4.824583333333333,4.41875,4.065416666666667
82.0,3.8208333333333333,3.672083333333333,3.5833333333333335,3.575416666666667,3.53375,3.4949999999999997,3.6958333333333333,4.6883333333333335,6.115833333333334,7.83875,9.392083333333334,10.321666666666667,10.827083333333334,11.062083333333334,11.027499999999998,10.649583333333334,9.799999999999999,8.1075,6.432083333333334,5.728750000000001,5.131666666666667,4.657916666666667,4.246666666666667,3.9304166666666664
