JDay,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
141,0,0,0,0,5.835833333,37.49958333,86.66875,145.9045833,194.7608333,232.6825,255.51125,255.30375,260.6508333,237.94625,216.3208333,173.5854167,132.6266667,84.75041667,39.88,6.89625,0,0,0,0
142,0,0,0,0,5.700416667,34.99291667,82.01916667,133.715,182.9029167,222.1166667,249.00625,273.4145833,266.07625,246.9483333,230.7220833,192.3204167,141.03,90.42833333,41.41583333,7.489166667,0,0,0,0
143,0,0,0,0,6.523333333,38.79708333,88.10958333,144.1854167,196.4458333,247.41375,269.52875,280.95,279.5025,266.1283333,234.3466667,188.9583333,141.84875,88.82708333,42.89791667,8.094166667,0,0,0,0
144,0,0,0,0,6.747916667,39.96083333,89.02875,143.2354167,196.37625,245.2366667,272.9045833,280.4558333,291.1579167,262.9441667,235.2320833,195.9120833,146.7975,93.60833333,44.23875,8.960416667,0,0,0,0
145,0,0,0,0,7.109583333,37.18958333,81.82583333,136.7470833,187.0220833,233.74,263.5633333,277.59125,273.4125,267.2616667,242.2741667,193.9620833,144.1583333,92.1425,42.6425,9.11625,0,0,0,0
146,0,0,0,0,6.995,35.26666667,80.28416667,128.5016667,177.0841667,221.0275,260.575,269.80125,266.75625,250.62875,221.7416667,177.5891667,133.4708333,85.53791667,41.66791667,9.414166667,0,0,0,0
147,0,0,0,0,6.90125,33.10708333,75.11291667,122.0470833,170.96625,212.1833333,238.3241667,258.1870833,254.6754167,237.25375,213.1845833,178.9779167,132.1575,86.21083333,42.865,9.864166667,0,0,0,0
148,0,0,0,0,7.6725,38.20916667,83.29916667,133.1425,180.6095833,215.6929167,242.1583333,243.2708333,248.3925,233.3245833,214.2345833,176.6154167,134.6629167,85.96625,42.94791667,10.36458333,0,0,0,0
149,0,0,0,0,7.75125,35.1,75.07291667,124.65,169.0958333,208.6645833,225.6758333,233.4041667,238.6870833,223.6545833,200.2658333,167.5008333,130.2125,85.2,43.55875,10.72125,0,0,0,0
150,0,0,0,0,8.439166667,37.75916667,81.61875,130.99,179.1345833,216.535,251.0708333,264.6533333,261.3308333,246.9079167,218.1779167,179.47875,134.1908333,87.23583333,44.31125,11.56041667,0,0,0,0
151,0,0,0,0,9.025,41.04333333,82.1675,131.7025,180.1645833,218.64625,247.345,261.8270833,262.21,246.5525,224.3604167,190.8441667,145.7970833,97.07625,50.71375,12.67958333,0,0,0,0
152,0,0,0,0,9.9125,45.84166667,95.07958333,147.94875,201.09625,236.7695833,251.4820833,262.3691667,259.6395833,245.2316667,210.1054167,180.0508333,131.0566667,86.66708333,43.09458333,11.52833333,0,0,0,0
153,0,0,0,0,9.677916667,39.93708333,84.95458333,135.2425,182.7691667,225.9058333,251.95,257.64625,257.3658333,240.4345833,215.2504167,184.05125,140.5025,92.04208333,46.91666667,13.19166667,0,0,0,0
154,0,0,0,0,10.67125,46.90916667,97.12041667,153.0629167,206.9616667,259.2879167,283.6041667,303.5254167,298.6670833,277.32875,250.13625,207.1716667,150.5466667,98.63166667,51.43833333,14.49208333,0,0,0,0
155,0,0,0,0,9.480416667,36.0975,77.54875,125.17375,168.0008333,206.5691667,232.59,246.63,247.97125,225.66625,207.7154167,169.6295833,128.2845833,84.58625,44.59666667,13.42916667,0,0,0,0
156,0,0,0,0,9.868333333,37.43041667,79.93291667,128.9875,174.3379167,211.7308333,238.9358333,250.2166667,246.2958333,232.0529167,204.5270833,165.3495833,122.93125,80.975,43.52458333,13.09625,0,0,0,0
157,0,0,0,0,9.576666667,33.42958333,73.30333333,118.3170833,157.4466667,197.6729167,234.98375,249.9179167,255.9691667,245.46125,226.0291667,191.18875,145.8620833,97.30583333,50.22583333,14.93083333,0,0,0,0
158,0,0,0,0,10.98958333,43.25333333,89.22708333,140.4825,185.56375,214.815,244.1495833,252.2520833,266.6883333,251.7275,236.58,198.27875,144.8270833,95.05125,48.38541667,15.00458333,0,0,0,0
159,0,0,0,0,10.92333333,44.33375,93.10875,148.18,200.8129167,241.935,271.1358333,276.17125,276.4304167,257.4883333,228.7358333,195.0795833,151.5791667,98.89458333,51.81125,15.6375,0,0,0,0
160,0,0,0,0,11.08,45.97916667,93.50458333,145.5166667,198.6170833,239.7529167,273.8233333,273.9391667,272.0508333,245.5258333,224.63875,183.58,140.2229167,92.03208333,47.78291667,14.36958333,0,0,0,0
161,0,0,0,0,10.83125,41.54416667,86.24125,138.3225,187.4975,228.0033333,258.2229167,263.48,267.9179167,254.3945833,229.76125,190.0091667,144.0045833,96.84916667,51.0775,16.24208333,0,0,0,0
162,0,0,0,0,11.37291667,42.84375,88.85875,142.2429167,192.5654167,232.2308333,262.4758333,268.30625,263.2729167,252.7241667,232.9775,189.1883333,142.5170833,94.09291667,49.91791667,16.5025,0,0,0,0
163,0,0,0,0,10.69125,40.09,80.64416667,127.5041667,175.3875,205.2745833,228.75125,240.1791667,237.7633333,226.60625,201.0004167,166.2229167,125.6104167,82.16708333,44.03625,15.4725,0,0,0,0
164,0,0,0,0,11.59458333,41.59458333,88.3,144.03625,193.65875,231.0429167,252.7579167,264.1683333,264.4366667,242.8633333,220.3170833,183.1370833,135.7329167,89.08916667,47.95666667,15.74541667,0,0,0,0
165,0,0,0,0,11.79708333,44.10166667,91.8925,145.3783333,195.6891667,238.6629167,270.02375,285.0091667,271.9920833,264.3995833,223.6233333,183.3970833,141.7108333,94.42083333,50.15791667,16.93166667,0,0,0,0
166,0,0,0,0,12.19708333,46.82,96.80083333,157.1304167,208.5379167,251.53875,268.435,280.5820833,280.48625,265.8308333,238.4991667,204.0845833,155.1583333,101.8170833,54.68958333,17.68708333,0,0,0,0
167,0,0,0,0,12.44375,48.58,94.615,149.9179167,202.0358333,249.3120833,278.3979167,285.9008333,285.17625,256.7475,238.3895833,198.9279167,151.18375,99.10458333,51.485,16.84666667,0,0,0,0
168,0,0,0,0,11.51041667,41.06416667,86.23333333,138.67,190.2558333,233.52125,261.50875,278.1,277.0375,257.8033333,235.17125,189.4520833,137.3920833,91.62208333,49.10416667,15.4625,0,0,0,0
169,0,0,0,0,11.99208333,44.65541667,88.3175,139.7266667,191.72,227.0604167,254.6745833,262.87125,253.35,236.4525,209.3820833,175.08875,131.57,86.38625,44.43916667,14.85541667,0,0,0,0
170,0,0,0,0,12.38791667,46.34208333,92.45041667,145.7529167,196.0141667,231.3175,241.1358333,251.3441667,254.3891667,239.6925,215.6716667,178.1829167,140.2283333,91.43583333,50.71125,17.61625,0,0,0,0
171,0,0,0,0,11.98,44.57833333,90.74125,144.8279167,198.4275,237.7416667,258.2845833,279.8954167,277.4083333,258.5866667,232.2116667,195.3345833,151.1979167,100.8695833,55.57583333,19.41708333,0,0,0,0
172,0,0,0,0,12.25541667,47.28791667,98.63416667,154.1254167,207.5125,254.87875,283.3204167,298.1658333,291.8066667,280.3391667,254.18625,216.4754167,163.7491667,109.1804167,61.27166667,21.06583333,0,0,0,0
173,0,0,0,0,11.92041667,46.17166667,91.04333333,146.6216667,203.9641667,241.3308333,269.2891667,284.3970833,285.6066667,261.0441667,241.8470833,198.41125,152.9370833,104.1404167,58.95458333,20.23791667,0,0,0,0
174,0,0,0,0,12.17125,47.89375,95.43708333,154.0795833,206.1658333,246.6154167,277.9845833,291.6929167,295.2875,269.9933333,246.3666667,203.185,157.7366667,106.1566667,57.30791667,19.81083333,0,0,0,0
175,0,0,0,0,11.76375,46.74541667,93.10458333,146.5604167,198.01875,240.0916667,265.87375,271.4254167,271.7183333,253.7879167,228.7704167,190.2525,143.0858333,94.49,50.22833333,17.34958333,0,0,0,0
176,0,0,0,0,11.67083333,46.81541667,97.73916667,151.5295833,201.02875,242.8975,265.4354167,282.0704167,274.05625,260.2870833,235.3929167,204.1075,151.585,103.4416667,56.61333333,19.81583333,0,0,0,0
177,0,0,0,0,10.99416667,43.50333333,93.65208333,146.3458333,197.5191667,242.8833333,284.1620833,299.36,300.5125,284.5116667,258.1016667,217.8745833,165.3829167,112.0083333,60.85125,21.10333333,0,0,0,0
178,0,0,0,0,10.855,41.67291667,87.34833333,140.5691667,192.38375,232.13,262.30375,276.7825,269.8745833,250.5841667,220.2383333,180.3675,137.8933333,93.39916667,50.93916667,17.22666667,0,0,0,0
179,0,0,0,0,10.20083333,38.81458333,83.18333333,131.6120833,175.3141667,211.4558333,234.43625,257.915,262.0691667,243.84625,220.8679167,185.65,133.5279167,88.62375,49.98541667,16.93291667,0,0,0,0
180,0,0,0,0,10.72291667,44.16125,95.10375,150.4716667,208.5675,249.66875,276.8595833,291.7504167,290.3320833,272.59625,243.825,205.0466667,160.1554167,109.0141667,60.34791667,19.96458333,0,0,0,0
181,0,0,0,0,10.53125,41.45208333,84.86125,137.0154167,185.6070833,218.74375,241.5929167,259.8254167,261.7604167,252.1616667,229.7608333,189.0033333,145.8708333,97.69375,52.89375,17.70166667,0,0,0,0
182,0,0,0,0,10.10583333,43.97541667,91.90583333,142.6991667,194.4929167,235.7770833,265.4358333,265.5291667,268.2516667,252.275,233.8279167,192.1729167,152.2116667,101.77,55.92208333,18.93416667,0,0,0,0
183,0,0,0,0,9.505416667,43.80916667,93.15458333,151.63,196.865,227.1966667,245.07125,259.6966667,268.8883333,251.71625,227.5391667,188.4775,142.64125,96.435,52.77041667,18.46916667,0,0,0,0
184,0,0,0,0,9.38875,40.3875,85.62666667,137.8708333,185.9591667,222.6379167,245.8545833,257.78625,262.8175,247.1866667,227.5345833,196.3729167,157.7075,108.14375,60.06875,20.70708333,0,0,0,0
185,0,0,0,0,9.192916667,40.38875,89.1575,145.8016667,198.17375,236.9608333,259.7008333,260.67875,261.6891667,244.705,219.6633333,183.48625,139.9458333,93.45583333,51.32375,17.25458333,0,0,0,0
186,0,0,0,0,8.779166667,42.59083333,89.28833333,139.8145833,192.7820833,224.4925,236.7375,248.5316667,260.7908333,227.12,203.4766667,171.8841667,133.6404167,90.87875,50.0275,15.82958333,0,0,0,0
187,0,0,0,0,7.889166667,35.29458333,81.17166667,131.8841667,181.63625,224.0329167,246.5791667,264.5583333,269.915,263.4270833,243.1345833,201.5408333,155.365,104.7441667,57.51125,18.75625,0,0,0,0
188,0,0,0,0,7.825,35.9575,80.24791667,127.6425,177.115,204.5070833,227.6025,248.2541667,256.2495833,256.0916667,235.5466667,201.8245833,155.155,104.7829167,56.95291667,18.435,0,0,0,0
189,0,0,0,0,7.09125,33.8275,76.635,129.81125,176.11375,217.0029167,239.70625,254.3633333,252.8733333,226.3745833,210.3995833,181.3504167,138.0220833,89.81041667,47.025,14.11416667,0,0,0,0
190,0,0,0,0,6.93625,35.925,77.60916667,126.4525,178.2075,213.8891667,243.4866667,264.5595833,259.1741667,252.045,231.6225,194.9191667,149.8995833,100.1395833,52.77333333,16.56291667,0,0,0,0
191,0,0,0,0,7.13375,36.245,82.58416667,135.42125,184.4129167,225.2720833,245.9991667,252.6033333,256.475,239.0545833,216.0329167,173.5270833,134.8041667,91.46791667,48.79125,15.38666667,0,0,0,0
192,0,0,0,0,6.9625,39.05625,86.23541667,139.25375,192.3558333,230.2958333,258.8391667,269.8320833,280.475,264.1191667,236.5666667,195.8945833,151.1525,98.34791667,52.64583333,15.90291667,0,0,0,0
193,0,0,0,0,6.205833333,33.98666667,77.45541667,137.5516667,187.6654167,220.8795833,253.3370833,280.2729167,271.4629167,258.1304167,238.3704167,198.3779167,150.1645833,98.29458333,51.39125,14.74708333,0,0,0,0
194,0,0,0,0,6.044583333,33.81041667,73.55875,121.41125,169.4283333,210.89875,239.0325,244.065,252.4579167,235.7895833,211.9158333,177.6491667,136.9975,90.98916667,47.49708333,14.03541667,0,0,0,0
195,0,0,0,0,6.02875,37.7275,86.2225,144.3425,196.7329167,241.0079167,265.14,279.8304167,276.2283333,256.4645833,239.06125,194.9795833,149.305,97.73833333,52.16,15.5275,0,0,0,0
196,0,0,0,0,5.525416667,36.13916667,82.23458333,136.665,189.64875,229.4516667,261.28,266.3783333,281.4141667,259.3329167,236.5808333,203.1708333,158.62375,102.0716667,53.01583333,15.07791667,0,0,0,0
197,0,0,0,0,5.28625,35.52166667,80.86541667,133.1204167,183.4554167,224.0495833,245.775,260.3075,254.23,246.605,218.69875,185.085,140.53625,91.74083333,48.42708333,13.90291667,0,0,0,0
198,0,0,0,0,4.922083333,34,80.23041667,132.27125,185.2679167,226.64125,261.8408333,264.6333333,261.0875,244.055,221.6983333,185.2979167,140.3458333,91.97541667,47.09541667,14.20708333,0,0,0,0
199,0,0,0,0,4.585,34.34291667,77.56083333,133.13,184.7141667,230.2808333,262.3470833,271.43125,272.4070833,269.3679167,240.3141667,200.1404167,150.1733333,96.94416667,49.12791667,13.21333333,0,0,0,0
200,0,0,0,0,4.227916667,32.00666667,72.65166667,124.83,177.5141667,216.9566667,255.4341667,268.6520833,276.5220833,254.6575,225.8433333,187.8283333,138.8633333,90.215,44.72,11.76875,0,0,0,0
201,0,0,0,0,3.862083333,32.79333333,74.26625,128.3533333,183.03125,221.4470833,246.8583333,260.7070833,267.7958333,252.72125,229.9283333,191.3725,145.6175,94.3425,47.4075,12.12458333,0,0,0,0
202,0,0,0,0,3.70875,31.58166667,75.31541667,129.3708333,182.5425,222.14375,241.28875,255.6795833,254.63,237.01625,211.51375,178.0579167,138.41375,91.19583333,45.72458333,11.57916667,0,0,0,0
203,0,0,0,0,3.36625,31.5125,75.12333333,131.1275,186.8333333,232.2145833,251.16375,256.6795833,238.4195833,222.1920833,205.9470833,176.8341667,133.3670833,87.135,43.07125,10.6575,0,0,0,0
204,0,0,0,0,3.085,28.77958333,69.59625,121.13875,173.7075,217.4808333,252.1533333,253.2191667,256.6529167,245.6545833,225.2254167,180.9608333,137.6395833,89.5825,43.84791667,10.14083333,0,0,0,0
205,0,0,0,0,3.025416667,30.72208333,73.54166667,127.5458333,176.215,224.1216667,253.5166667,265.9620833,267.5279167,248.4570833,231.1720833,190.4308333,148.8170833,96.94375,48.19208333,10.46125,0,0,0,0
206,0,0,0,0,2.634166667,30.09708333,71.24333333,124.6220833,175.2470833,221.5316667,253.1916667,269.495,264.3441667,245.7958333,227.235,180.2679167,133.2845833,84.26916667,41.40208333,9.528333333,0,0,0,0
207,0,0,0,0,2.411666667,25.61375,60.91458333,110.215,157.8654167,200.74375,229.36,244.5925,220.9825,203.4641667,182.1979167,154.135,117.30125,73.28083333,34.24583333,7.727916667,0,0,0,0
208,0,0,0,0,2.1025,25.11541667,62.16875,113.7616667,163.4925,202.96125,233.9041667,255.0504167,235.5254167,229.6154167,199.7329167,162.02375,117.4091667,73.06875,34.19291667,7.695416667,0,0,0,0
209,0,0,0,0,1.907916667,26.67958333,68.04958333,120.44625,174.8954167,215.44375,253.385,260.8608333,252.7379167,234.06625,213.3266667,170.2170833,126.8283333,77.99958333,36.58333333,7.5275,0,0,0,0
210,0,0,0,0,1.879583333,26.89333333,71.36958333,128.4354167,184.4466667,225.5758333,245.2120833,254.4004167,255.11875,224.8783333,199.2966667,159.315,124.775,79.47416667,36.64416667,7.18875,0,0,0,0
211,0,0,0,0,1.66,25.82666667,70.2525,127.3,181.3945833,209.3320833,229.1258333,238.8791667,246.065,226.7816667,210.8416667,168.73625,128.115,81.70416667,38.15666667,6.822083333,0,0,0,0
212,0,0,0,0,1.464583333,25.17541667,67.32166667,123.9708333,177.5154167,217.5083333,238.9516667,248.7004167,244.0695833,229.4433333,215.71125,183.1,137.7066667,85.91333333,39.88791667,6.387916667,0,0,0,0
213,0,0,0,0,1.235416667,21.795,61.51041667,108.61375,161.36625,206.8091667,237.88,247.5866667,257.2345833,237.39625,211.8066667,175.8908333,129.9095833,78.98458333,35.05958333,5.437916667,0,0,0,0
214,0,0,0,0,1.156956522,22.40217391,65.62043478,118.5491304,172.8326087,210.5165217,226.5408696,234.0843478,237.2995652,226.7430435,207.7969565,171.9208696,124.273913,78.99478261,34.86043478,5.457826087,0,0,0,0
215,0,0,0,0,0,26.30956522,66.18652174,122.6517391,177.4186957,221.7191304,245.3613043,254.5282609,253.5682609,237.0147826,215.8943478,182.393913,134.7834783,84.52913043,36.95304348,4.817826087,0,0,0,0
216,0,0,0,0,0,22.97913043,62.28565217,112.9926087,163.8334783,205.6117391,230.4991304,243.0947826,248.1130435,226.9352174,199.3173913,162.9313043,118.6552174,71.82565217,31.26913043,4.58,0,0,0,0
217,0,0,0,0,0,23.66521739,62.85347826,119.7256522,167.5208696,210.9821739,235.8752174,247.9043478,252.0008696,234.0604348,211.7304348,171.0956522,127.29,80.15521739,34.04652174,4.446956522,0,0,0,0
218,0,0,0,0,0,20.16565217,59.11434783,113.7813043,166.5065217,211.0521739,243.9230435,258.193913,258.1808696,244.1608696,216.1904348,166.9573913,119.1608696,72.78130435,31.25347826,3.850869565,0,0,0,0
219,0,0,0,0,0,22.19565217,65.17434783,121.3291304,173.7743478,219.506087,243.4678261,265.4852174,260.3417391,246.8221739,219.0056522,177.7882609,128.8508696,79.09565217,33.29956522,3.64173913,0,0,0,0
220,0,0,0,0,0,19.58217391,61.46391304,120.5247826,177.2813043,225.1408696,266.8865217,278.1778261,272.8430435,253.0978261,223.4256522,175.71,125.3047826,74.87086957,30.30652174,3.182608696,0,0,0,0
221,0,0,0,0,0,19.47652174,60.19478261,118.046087,173.4717391,218.3286957,244.9713043,262.01,253.2791304,243.3704348,224.2834783,173.276087,121.5852174,74.04434783,28.52434783,2.734782609,0,0,0,0
222,0,0,0,0,0,17.57,60.71608696,109.4434783,154.3917391,196.6243478,220.4752174,234.6769565,238.5230435,216.3813043,202.8152174,172.7891304,123.6934783,75.30782609,28.61695652,2.623913043,0,0,0,0
223,0,0,0,0,0,17.92391304,63.14652174,122.8995652,177.0973913,219.4947826,252.926087,261.53,267.1073913,241.3582609,217.1813043,171.9604348,121.0978261,72.06695652,26.96695652,2.28826087,0,0,0,0
224,0,0,0,0,0,14.65652174,49.66347826,98.03130435,148.1378261,184.7117391,211.9165217,229.9456522,229.5908696,209.9073913,194.216087,154.1008696,110.2704348,64.35217391,24.03304348,1.946956522,0,0,0,0
225,0,0,0,0,0,14.82347826,50.55869565,104.2695652,159.5565217,205.8178261,234.5204348,236.9069565,228.2995652,215.1565217,194.31,158.6752174,109.7156522,64.06304348,22.97304348,1.736086957,0,0,0,0
226,0,0,0,0,0,13.25173913,44.06608696,89.02304348,133.4386957,170.3208696,195.9056522,216.0178261,215.0708696,204.1347826,174.3547826,141.826087,98.90956522,57.68956522,20.17173913,1.443913043,0,0,0,0
227,0,0,0,0,0,12.67608696,53.72130435,108.3569565,160.5295652,207.8834783,235.246087,252.303913,245.0356522,223.446087,198.4834783,154.1926087,108.9304348,65.66608696,22.87391304,1.26826087,0,0,0,0
228,0,0,0,0,0,11.87565217,46.96521739,95.68217391,141.3956522,187.8826087,215.4378261,220.6765217,223.3878261,214.223913,193.7086957,156.8782609,108.386087,65.50913043,23.84130435,0.236956522,0,0,0,0
229,0,0,0,0,0,11.41782609,47.83478261,96.25782609,143.7782609,187.693913,218.3308696,229.8965217,225.4782609,210.2404348,177.9808696,144.6247826,101.0217391,57.62956522,20.15,0,0,0,0,0
230,0,0,0,0,0,10.47565217,43.76956522,88.98652174,138.1121739,177.0104348,212.7613043,213.6808696,216.46,197.3613043,175.1043478,136.8830435,94.71173913,51.50695652,17.31782609,0,0,0,0,0
231,0,0,0,0,0,10.32173913,50.90521739,103.0969565,159.62,200.2295652,213.163913,223.6143478,227.0947826,213.3665217,190.1969565,156.0743478,109.7343478,63.4826087,19.95043478,0,0,0,0,0
232,0,0,0,0,0,9.702608696,47.00782609,95.39913043,141.6326087,178.0295652,195.636087,195.7530435,197.6682609,186.8378261,172.513913,141.5391304,101.22,56.57086957,18.20347826,0,0,0,0,0
233,0,0,0,0,0,8.731304348,42.64173913,88.29478261,139.706087,180.5530435,215.5865217,226.8552174,233.2217391,215.6469565,192.0878261,159.2169565,113.0452174,60.32956522,17.87,0,0,0,0,0
234,0,0,0,0,0,8.309130435,43.52434783,93.81913043,153.1630435,189.0826087,215.7708696,222.0930435,212.8826087,199.8708696,181.5747826,147.5986957,99.60173913,52.44086957,14.33478261,0,0,0,0,0
235,0,0,0,0,0,7.576086957,42.15652174,90.04,133.3626087,172.2578261,204.9134783,217.6126087,230.0313043,204.8221739,189.803913,153.5056522,105.9673913,55.48608696,15.23130435,0,0,0,0,0
236,0,0,0,0,0,7.145652174,41.03956522,92.21434783,137.5521739,181.323913,210.363913,230.5934783,226.6404348,205.4695652,189.33,145.4226087,100.5308696,53.17086957,13.34652174,0,0,0,0,0
237,0,0,0,0,0,6.746086957,40.57173913,85.42521739,134.6421739,179.3669565,205.3621739,215.9847826,221.53,205.3991304,179.7230435,140.3204348,93.37913043,48.53869565,12.24565217,0,0,0,0,0
238,0,0,0,0,0,5.225217391,33.78217391,73.86130435,118.2182609,156.76,186.2256522,199.693913,195.6808696,178.9517391,157.9552174,128.7082609,84.56086957,41.68913043,11.58391304,0,0,0,0,0
239,0,0,0,0,0,6.006521739,42.81782609,94.73173913,150.6426087,202.8843478,227.036087,229.9108696,227.7126087,211.3021739,194.7552174,148.1047826,97.50782609,50.46521739,11.50391304,0,0,0,0,0
240,0,0,0,0,0,5.154782609,38.34130435,87.44521739,134.023913,175.1082609,211.4313043,216.1234783,218.6956522,193.5865217,175.9365217,134.0543478,88.51043478,44.48956522,9.424347826,0,0,0,0,0
241,0,0,0,0,0,4.809565217,39.81434783,93.56565217,152.97,199.0130435,224.4817391,227.6365217,219.286087,193.3482609,165.05,127.8921739,83.80043478,41.28434783,9.068695652,0,0,0,0,0
242,0,0,0,0,0,4.582608696,36.76869565,82.29,132.2930435,175.9517391,193.6413043,190.4665217,192.05,175.6273913,157.0978261,123.6178261,82.32565217,39.77608696,8.248695652,0,0,0,0,0
243,0,0,0,0,0,4.155217391,40.09695652,88.37913043,136.863913,182.296087,214.2313043,214.2021739,212.463913,198.7086957,181.6986957,142.0330435,92.67652174,44.86173913,7.530434783,0,0,0,0,0
244,0,0,0,0,0,3.788695652,40.74826087,91.7326087,152.64,198.2104348,218.736087,215.2973913,224.9108696,204.843913,184.1895652,147.0417391,95.65826087,42.57217391,6.846956522,0,0,0,0,0
245,0,0,0,0,0,3.433478261,36.98434783,89.3073913,143.6313043,195.0782609,227.8717391,231.4782609,233.6269565,210.8447826,183.0256522,143.9473913,91.07695652,42.59869565,6.369130435,0,0,0,0,0
246,0,0,0,0,0,2.939130435,32.00391304,75.25869565,125.7608696,173.656087,214.9882609,217.0921739,206.3730435,182.853913,157.0230435,122.3791304,81.45043478,35.64043478,5.20826087,0,0,0,0,0
247,0,0,0,0,0,2.618695652,34.67304348,81.23347826,139.563913,189.1969565,223.0869565,228.9834783,226.6226087,213.0052174,183.6582609,137.71,90.00913043,39.26565217,4.633913043,0,0,0,0,0
248,0,0,0,0,0,2.308695652,32.65434783,77.97217391,127.4256522,171.7330435,206.4073913,210.8247826,209.6821739,183.52,160.6056522,126.3730435,79.72086957,34.74347826,3.963913043,0,0,0,0,0
249,0,0,0,0,0,2.05826087,30.77,75.19347826,123.2586957,166.13,192.4847826,198.3269565,205.2813043,194.6769565,165.5578261,126.7465217,80.31173913,34.68217391,3.595652174,0,0,0,0,0
250,0,0,0,0,0,2.005652174,32.26130435,85.59,142.7656522,193.346087,218.5691304,220.7526087,216.9247826,199.6734783,171.9769565,128.2208696,82.3773913,35.42608696,3.191304348,0,0,0,0,0
251,0,0,0,0,0,1.652173913,27.72304348,71.06782609,121.3795652,165.7547826,192.1926087,205.916087,215.8473913,200.756087,176.206087,130.6391304,81.11217391,33.39478261,2.818695652,0,0,0,0,0
252,0,0,0,0,0,1.436956522,28.25,73.07826087,128.8734783,175.45,204.7304348,212.7426087,212.5273913,193.2734783,163.4930435,122.2486957,77.85695652,31.46478261,2.40173913,0,0,0,0,0
253,0,0,0,0,0,1.297826087,28.09478261,74.87956522,127.6465217,175.2317391,193.3286957,198.0521739,197.3969565,180.673913,154.5517391,114.4813043,73.4226087,28.90478261,2.055652174,0,0,0,0,0
254,0,0,0,0,0,0.253913043,27.77304348,65.84347826,113.3321739,151.2186957,176.2913043,185.703913,182.5895652,170.6869565,142.7395652,102.8421739,62.37521739,23.17608696,1.510434783,0,0,0,0,0
255,0,0,0,0,0,0,27.76608696,71.3873913,128.0508696,175.33,205.7273913,216.1952174,211.0391304,187.146087,160.4934783,117.3082609,73.37217391,26.50130435,1.386956522,0,0,0,0,0
256,0,0,0,0,0,0,26.77086957,72.48826087,123.8665217,171.7952174,194.9004348,203.3573913,205.13,181.9634783,160.2617391,115.4708696,66.86913043,24.58,0.236521739,0,0,0,0,0
257,0,0,0,0,0,0,24.57,66.41782609,117.5926087,165.7191304,195.6713043,196.6556522,205.1408696,193.0347826,165.4217391,120.4221739,70.36652174,26.50173913,0,0,0,0,0,0
258,0,0,0,0,0,0,24.98826087,69.95478261,122.3804348,165.8973913,190.6230435,209.596087,209.68,187.793913,156.6130435,114.576087,67.6326087,22.81391304,0,0,0,0,0,0
259,0,0,0,0,0,0,23.46173913,71.57,124.5217391,173.51,199.81,204.5873913,203.9856522,184.3778261,154.4391304,110.3721739,64.84130435,21.77913043,0,0,0,0,0,0
260,0,0,0,0,0,0,21.7226087,66.16173913,115.6543478,160.3765217,187.1004348,192.5082609,187.5147826,175.1586957,147.3330435,106.623913,60.41913043,19.49608696,0,0,0,0,0,0
261,0,0,0,0,0,0,19.8073913,62.06217391,112.8221739,154.4643478,179.7552174,182.3065217,177.4930435,156.4382609,134.2421739,92.96782609,52.07826087,15.11434783,0,0,0,0,0,0
262,0,0,0,0,0,0,16.61565217,55.54304348,102.4791304,144.5365217,169.9404348,184.9473913,178.08,157.7395652,136.1417391,95.53695652,53.25173913,16.04826087,0,0,0,0,0,0
263,0,0,0,0,0,0,17.40869565,55.58521739,103.3943478,145.9221739,182.6673913,186.4295652,180.5843478,163.0895652,137.7573913,94.34695652,51.54478261,13.91086957,0,0,0,0,0,0
264,0,0,0,0,0,0,16.00304348,60.23565217,111.633913,158.3365217,190.166087,190.1904348,181.8665217,166.04,137.6069565,99.20869565,53.96869565,13.04217391,0,0,0,0,0,0
265,0,0,0,0,0,0,15.36434783,57.84478261,107.3795652,146.6856522,174.1830435,181.5808696,178.1504348,155.9543478,133.4269565,90.31043478,49.2573913,12.42130435,0,0,0,0,0,0
266,0,0,0,0,0,0,14.63782609,56.99434783,102.773913,143.6347826,173.0652174,181.0126087,178.6013043,162.6269565,131.9691304,91.84391304,48.91695652,11.23086957,0,0,0,0,0,0
267,0,0,0,0,0,0,13.44086957,55.78347826,105.9721739,152.0965217,180.5982609,194.8295652,186.2721739,169.3586957,138.1930435,96.3173913,50.85478261,10.52565217,0,0,0,0,0,0
268,0,0,0,0,0,0,13.4926087,57.4473913,112.9995652,158.7082609,184.0608696,184.0895652,176.1717391,160.3421739,129.7104348,90.88956522,46.52043478,9.333043478,0,0,0,0,0,0
269,0,0,0,0,0,0,11.74782609,51.74391304,102.9778261,155.0913043,176.9286957,190.9347826,186.27,167.556087,135.4621739,94.42086957,49.03652174,8.663478261,0,0,0,0,0,0
270,0,0,0,0,0,0,10.5073913,50.23217391,97.95,141.9717391,171.2782609,180.4065217,172.6404348,155.29,126.18,85.6873913,43.84347826,7.482608696,0,0,0,0,0,0
271,0,0,0,0,0,0,10.12391304,47.1226087,92.66565217,137.9056522,160.8921739,170.8130435,161.4173913,147.913913,123.1965217,82.15608696,39.51869565,6.450434783,0,0,0,0,0,0
272,0,0,0,0,0,0,9.420434783,47.90217391,97.95347826,143.5817391,170.6995652,185.6034783,178.2256522,157.6273913,129.6873913,86.9373913,41.98347826,5.923913043,0,0,0,0,0,0
