Date,Total Degree Days,Sum Unaffected Daily Thermal Time
1981-08-14,1390.1372235248284,2920.24371994547
1981-08-15,1401.2872235248285,2940.39371994547
1981-08-16,1417.7634375776315,2955.39371994547
1981-08-17,1422.5634375776315,2969.19371994547
1981-08-18,1429.4634375776316,2985.09371994547
1981-08-19,1436.1134375776317,3000.7437199454703
1981-08-20,1442.6134375776317,3016.2437199454703
1981-08-21,1447.1634375776316,3029.7937199454705
1981-08-22,1453.4134375776316,3045.0437199454705
1981-08-23,1459.2634375776315,3059.8937199454704
1981-08-24,1466.4134375776316,3076.0437199454705
1981-08-25,1474.1634375776316,3092.7937199454705
1981-08-26,1484.2634375776315,3111.8937199454704
1981-08-27,1492.7702956797111,3129.3063538660754
1981-08-28,1501.0202956797111,3146.5563538660754
1981-08-29,1509.4702956797112,3164.006353866075
1981-08-30,1516.570295679711,3180.106353866075
1981-08-31,1523.370295679711,3195.9063538660753
