Date,Total Degree Days,Sum Unaffected Daily Thermal Time
1979-09-21,8.25,9.25
1979-09-22,14.7,16.7
1979-09-23,20.9,23.9
1979-09-24,31.15,35.15
1979-09-25,41.6,46.6
1979-09-26,56.1,62.1
1979-09-27,68.85,75.85
1979-09-28,78.19999999999999,86.19999999999999
1979-09-29,87.6,96.6
1979-09-30,98.5,108.5
1979-10-01,110.3,121.3
1979-10-02,121.45,133.45
1979-10-03,135.70000000000002,148.7
1979-10-04,149.20000000000002,163.2
1979-10-05,150.53866771336848,173.85
1979-10-06,150.83080553346596,184.1
1979-10-07,151.47924163465694,198.65
1979-10-08,152.209692029114,212.5
1979-10-09,153.23673421584002,228.6
1979-10-10,154.18387718315694,242.54999999999998
1979-10-11,155.248330039687,256.34999999999997
1979-10-12,156.46617927506153,270.34999999999997
1979-10-13,157.7405768051855,283.65
1979-10-14,158.92429646078102,294.9
1979-10-15,160.28166480297782,306.25
1979-10-16,161.83932952888102,318.0
1979-10-17,163.1534414490833,327.15
1979-10-18,164.8912695741965,337.84999999999997
1979-10-19,166.94893803640838,349.34999999999997
1979-10-20,168.89678128872083,359.65
1979-10-21,170.79354600664308,368.95
1979-10-22,172.68868234066775,377.65
1979-10-23,174.50254583972003,385.45
1979-10-24,176.47044971921648,393.3
1979-10-25,179.30483382157834,403.55
1979-10-26,182.27220015844313,413.7
1979-10-27,184.38137239257668,420.84999999999997
1979-10-28,185.86760269914427,425.95
1979-10-29,188.15032497970944,432.95
1979-10-30,190.50841650838063,439.84999999999997
1979-10-31,194.1847676270669,449.7
1979-11-01,197.30829145453941,457.95
1979-11-02,199.81806613709725,464.55
1979-11-03,203.76913724006218,474.05
1979-11-04,208.80987689320978,485.55
1979-11-05,212.26677713441154,493.55
1979-11-06,216.44147520590568,502.7
1979-11-07,220.61720865675596,511.75
1979-11-08,222.70785537914213,516.8
1979-11-09,224.4545397486897,521.1999999999999
1979-11-10,225.88615323258983,524.9999999999999
1979-11-11,227.7690446356531,529.6999999999999
1979-11-12,229.2379782327716,533.5999999999999
1979-11-13,229.9186608285308,535.9499999999999
1979-11-14,230.59626918367107,538.3
1979-11-15,231.87049965824764,541.8499999999999
1979-11-16,232.89039252079044,544.8999999999999
1979-11-17,234.1783405778175,548.4999999999999
1979-11-18,236.07741875708814,553.3499999999999
1979-11-19,238.58262568973396,559.4499999999999
1979-11-20,239.51213544793535,562.3499999999999
1979-11-21,240.8764745792474,566.1499999999999
1979-11-22,242.57524525114314,570.6499999999999
1979-11-23,245.66973448337248,578.0499999999998
1979-11-24,247.11488760978256,582.0499999999998
1979-11-25,249.68275596020487,588.3999999999999
1979-11-26,253.86777620631239,598.1499999999999
1979-11-27,257.8240262926906,607.4499999999998
1979-11-28,261.9097334331343,617.0499999999998
1979-11-29,264.7984847146017,624.1499999999999
1979-11-30,268.4573238980268,632.8999999999999
1979-12-01,272.90553970863357,643.3499999999999
1979-12-02,277.0829671208373,653.2499999999999
1979-12-03,280.7809474530237,662.1499999999999
1979-12-04,284.6094148384754,671.3499999999999
1979-12-05,289.22021288330814,682.2499999999999
1979-12-06,293.4253162992889,692.2999999999998
1979-12-07,297.6675531411556,702.4499999999998
1979-12-08,301.76225610538097,712.2999999999998
1979-12-09,305.5720284124202,721.5499999999998
1979-12-10,308.86796347438576,729.6999999999998
1979-12-11,311.1460375153736,735.6499999999999
1979-12-12,313.09904963719003,740.8999999999999
1979-12-13,315.0953356003505,746.2499999999999
1979-12-14,317.1579987754995,751.7499999999999
1979-12-15,319.2414097672829,757.2999999999998
1979-12-16,321.32296867469915,762.8499999999998
1979-12-17,323.0829913808881,767.6999999999998
1979-12-18,324.61354818922933,772.0499999999998
1979-12-19,325.11590422486717,774.1499999999999
1979-12-20,325.5268108662167,776.0499999999998
1979-12-21,325.57246182780324,777.1499999999999
1979-12-22,325.59528819730406,778.1999999999998
1979-12-23,325.59528819730406,778.9499999999998
1979-12-24,325.86935386105364,780.5499999999998
1979-12-25,326.28066002932565,782.4499999999998
1979-12-26,327.19527664006625,785.4499999999998
1979-12-27,329.4607937628712,791.3999999999999
1979-12-28,330.33122618920095,794.2999999999998
1979-12-29,330.90451902998615,796.5499999999998
1979-12-30,331.01932294568996,797.7999999999998
