Date,Total Degree Days,Sum Unaffected Daily Thermal Time
1979-10-21,8.3,9.3
1979-10-22,16.0,18.0
1979-10-23,22.8,25.8
1979-10-24,29.65,33.65
1979-10-25,38.9,43.9
1979-10-26,48.05,54.05
1979-10-27,54.199999999999996,61.199999999999996
1979-10-28,58.3,66.3
1979-10-29,64.3,73.3
1979-10-30,70.2,80.2
1979-10-31,79.05,90.05
1979-11-01,86.3,98.3
1979-11-02,91.89999999999999,104.89999999999999
1979-11-03,100.39999999999999,114.39999999999999
1979-11-04,110.89999999999999,125.89999999999999
1979-11-05,117.89999999999999,133.89999999999998
1979-11-06,126.05,143.04999999999998
1979-11-07,134.1,152.1
1979-11-08,138.15,157.15
1979-11-09,141.55,161.55
1979-11-10,144.35000000000002,165.35000000000002
1979-11-11,148.05,170.05
1979-11-12,148.80465423157193,173.95000000000002
1979-11-13,149.15796160147872,176.3
1979-11-14,149.53251140830264,178.65
1979-11-15,150.27979234029075,182.20000000000002
1979-11-16,150.91839016225825,185.25000000000003
1979-11-17,151.77193284692663,188.85000000000002
1979-11-18,153.0971838120626,193.70000000000002
1979-11-19,154.93966574457738,199.8
1979-11-20,155.66046428766757,202.70000000000002
1979-11-21,156.7663957124822,206.50000000000003
1979-11-22,158.20336196883488,211.00000000000003
1979-11-23,160.9311213534469,218.40000000000003
1979-11-24,162.2628146071803,222.40000000000003
1979-11-25,164.7199231414157,228.75000000000003
1979-11-26,168.86684874691304,238.50000000000003
1979-11-27,172.82309883329125,247.80000000000004
1979-11-28,176.90880597373499,257.40000000000003
1979-11-29,179.79755725520238,264.50000000000006
1979-11-30,183.45639643862745,273.25000000000006
1979-12-01,187.90461224923422,283.70000000000005
1979-12-02,192.0820396614379,293.6
1979-12-03,195.7800199936243,302.5
1979-12-04,199.608487379076,311.7
1979-12-05,204.2192854239087,322.59999999999997
1979-12-06,208.4243888398895,332.65
1979-12-07,212.6666256817562,342.79999999999995
1979-12-08,216.76132864598154,352.65
1979-12-09,220.57110095302073,361.9
1979-12-10,223.8670360149863,370.04999999999995
1979-12-11,226.14511005597416,375.99999999999994
1979-12-12,228.0981221777906,381.24999999999994
1979-12-13,230.0944081409511,386.59999999999997
1979-12-14,232.1570713161001,392.09999999999997
1979-12-15,234.24048230788352,397.65
1979-12-16,236.32204121529975,403.2
1979-12-17,238.0820639214887,408.05
1979-12-18,239.61262072982996,412.40000000000003
1979-12-19,240.11497676546782,414.50000000000006
1979-12-20,240.52588340681734,416.40000000000003
1979-12-21,240.57153436840386,417.50000000000006
1979-12-22,240.59436073790465,418.55000000000007
1979-12-23,240.59436073790465,419.30000000000007
1979-12-24,240.8684264016542,420.9000000000001
1979-12-25,241.27973256992618,422.80000000000007
1979-12-26,242.1943491806668,425.80000000000007
1979-12-27,244.45986630347176,431.75000000000006
1979-12-28,245.33029872980148,434.65000000000003
1979-12-29,245.90359157058666,436.90000000000003
1979-12-30,246.01839548629047,438.15000000000003
1979-12-31,246.11036869763325,439.35
1980-01-01,246.11036869763325,439.35
1980-01-02,246.11036869763325,439.35
1980-01-03,247.82143413482567,444.05
1980-01-04,249.25793605662315,448.15000000000003
1980-01-05,250.41891410954221,451.65000000000003
1980-01-06,251.79202083857425,455.6
1980-01-07,253.30844814161853,459.85
1980-01-08,254.12708020159195,462.6
1980-01-09,254.38505730233803,464.15000000000003
1980-01-10,254.43209437541125,465.25000000000006
1980-01-11,254.43209437541125,466.25000000000006
1980-01-12,254.43209437541125,466.50000000000006
1980-01-13,254.43209437541125,467.05000000000007
1980-01-14,254.43209437541125,467.05000000000007
1980-01-15,254.4798818647348,468.1500000000001
1980-01-16,254.91147538839476,470.05000000000007
1980-01-17,255.4168162745048,472.1000000000001
1980-01-18,255.4168162745048,472.3500000000001
1980-01-19,255.877467353955,474.30000000000007
1980-01-20,256.7536784524743,477.1000000000001
1980-01-21,258.0732306600854,480.80000000000007
1980-01-22,259.76618740158017,485.25000000000006
1980-01-23,261.1212500536484,489.00000000000006
1980-01-24,262.2346306983113,492.25000000000006
1980-01-25,263.22856748503267,495.25000000000006
1980-01-26,263.6777994661655,497.15000000000003
1980-01-27,263.95355271303345,498.70000000000005
1980-01-28,264.30609792833263,500.40000000000003
1980-01-29,266.22868910100834,505.20000000000005
1980-01-30,268.5922635129545,510.85
1980-01-31,271.4265740022376,517.4
1980-02-01,272.6580548855147,520.8
1980-02-02,274.43682640408844,525.25
1980-02-03,276.1465310623526,529.55
1980-02-04,277.8125636270237,533.75
1980-02-05,280.03622122117855,539.0
1980-02-06,282.69164503857706,545.05
1980-02-07,285.0169266173253,550.4499999999999
1980-02-08,287.6195733778104,556.3499999999999
1980-02-09,291.57016360199697,564.7499999999999
1980-02-10,294.7093065865819,571.5999999999999
1980-02-11,297.70285350607173,578.1499999999999
1980-02-12,300.33242290123684,583.9999999999999
1980-02-13,302.97571711171213,589.8499999999999
1980-02-14,305.8246234099081,596.05
1980-02-15,309.59726716131337,603.9
1980-02-16,311.3689833223726,608.1
1980-02-17,314.70856539742755,615.1
1980-02-18,317.95399786413765,621.9
1980-02-19,320.6541971605304,627.6999999999999
1980-02-20,322.6053409270716,632.15
1980-02-21,325.1639457269652,637.65
1980-02-22,328.90812646856295,645.1999999999999
1980-02-23,330.862119025386,649.5999999999999
