1978/09/06, 83.77896613190751
1978/09/14, 197.62973800154668
1978/09/22, 330.8276998621054
1978/10/01, 438.3286247603669
1978/10/13, 568.550095853092
1978/10/22, 675.3317021491271
1978/11/03, 809.1520211702332
1978/11/13, 905.0423771566943
1978/11/28, 1021.1255171022094
1978/12/11, 1072.7676319241245
1978/12/23, 1114.4385026737964
1979/01/03, 1148.4381449445518
1979/01/15, 1173.5353739187863
1979/01/27, 1183.4795589840487
1979/02/06, 1190.2273988497627
1979/02/19, 1200.9055594793663
1979/03/06, 1232.3323411697438
1979/03/18, 1272.5563066850523
1979/03/29, 1324.3555140752696
1979/04/10, 1394.0437316358011
1979/04/22, 1504.5820300676014
1979/05/03, 1575.0318459287655
1979/05/14, 1682.705710452658
1979/05/25, 1811.857348584217
1979/06/03, 1921.6379948205695
1979/06/11, 2038.6202830188674
1979/06/19, 2156.1606632361345
1979/06/27, 2276.7085393334
1979/07/06, 2392.543638381596
1979/07/14, 2498.9531833316514
1979/07/23, 2632.647226986849
1979/07/30, 2747.5315025953205
1979/08/06, 2864.3174250832403
1979/08/13, 2992.5545689974097
1979/08/21, 3105.413177277772
1979/08/26, 3190.4291948340224
1979/08/29, 3208.55614973262
1979/08/24, 3160.4278074866306
1979/08/23, 3149.732620320855
1979/08/18, 3069.5187165775396
1979/08/15, 3032.0855614973257
1979/08/11, 2957.2192513368977
1979/08/09, 2925.1336898395716
1979/08/08, 2898.3957219251333
1979/08/04, 2834.224598930481
1979/08/02, 2796.7914438502667
1979/07/28, 2711.229946524064
1979/07/26, 2679.144385026738
1979/07/21, 2598.930481283422
1979/07/18, 2572.192513368984
1979/07/16, 2534.7593582887694
1979/07/11, 2470.588235294117
1979/07/09, 2433.1550802139036
1979/07/04, 2352.941176470588
1979/07/01, 2315.508021390374
1979/06/24, 2235.2941176470586
1979/06/22, 2203.2085561497324
1979/06/17, 2117.647058823529
1979/06/14, 2074.8663101604275
1979/06/08, 1999.9999999999995
1979/06/05, 1967.9144385026734
1979/06/01, 1877.0053475935824
1979/05/28, 1844.9197860962563
1979/05/21, 1764.705882352941
1979/05/17, 1727.2727272727268
1979/05/12, 1647.0588235294113
1979/05/09, 1598.930481283422
1979/04/29, 1550.8021390374329
1979/04/26, 1529.411764705882
1979/04/18, 1470.5882352941176
1979/04/14, 1433.1550802139036
1979/04/06, 1358.2887700534757
1979/04/03, 1336.8983957219252
1979/03/26, 1294.117647058823
1979/03/22, 1278.0748663101604
1979/03/13, 1256.6844919786095
1979/03/01, 1213.9037433155077
1979/02/24, 1197.8609625668446
1979/02/14, 1187.1657754010694
1979/02/02, 1181.8181818181815
1979/01/22, 1176.4705882352941
1979/01/20, 1176.4705882352941
1979/01/11, 1165.7754010695185
1979/01/08, 1155.0802139037432
1978/12/29, 1144.3850267379676
1978/12/27, 1122.9946524064167
1978/12/21, 1117.6470588235293
1978/12/16, 1101.6042780748662
1978/12/08, 1048.1283422459887
1978/12/06, 1032.0855614973257
1978/12/03, 1032.0855614973257
1978/11/24, 1005.3475935828874
1978/11/21, 967.9144385026734
1978/11/17, 941.1764705882351
1978/11/10, 871.657754010695
1978/11/06, 844.9197860962563
1978/10/30, 770.0534759358288
1978/10/28, 721.9251336898396
1978/10/25, 700.5347593582887
1978/10/19, 641.7112299465239
1978/10/16, 609.6256684491977
1978/10/10, 540.1069518716577
1978/10/05, 502.67379679144324
1978/09/28, 411.7647058823527
1978/09/25, 368.9839572192509
1978/09/20, 283.4224598930482
1978/09/17, 240.6417112299464
1978/09/11, 165.77540106951847
1978/09/09, 128.34224598930496
1978/09/04, 32.085561497326125
